|02-08-2021 00:35:57.056|INFO |simpletest.client||||client.cpp:155|int main(int, char **)|SimpleClientParams: clientInitialRetryTimeoutMilli: 1100, clientMinRetryTimeoutMilli: 1000, clientMaxRetryTimeoutMilli: 2000, clientSendsRequestToAllReplicasFirstThresh: 2, clientSendsRequestToAllReplicasPeriodThresh: 2, clientPeriodicResetThresh: 30
|02-08-2021 00:35:57.056|INFO |simpletest.client||||simple_test_client.hpp:71|bool SimpleTestClient::run()|ClientParams: clientId: 7, numOfReplicas: 6, numOfClients: 4, numOfIterations: 10000, fVal: 1, cVal: 1
|02-08-2021 00:35:57.056|INFO |communication.factory||||CommFactory.cpp:30|static bft::communication::ICommunication *bft::communication::CommFactory::create(const bft::communication::BaseCommConfig &)|Using PlainUDP: Host=0.0.0.0, Port=3724
|02-08-2021 00:35:57.056|INFO |simpletest.client||||simple_test_client.hpp:97|bool SimpleTestClient::run()|Starting 10000
|02-08-2021 00:35:57.259|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 203209 Time 852184805
|02-08-2021 00:35:57.265|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5055 Time 852184811
|02-08-2021 00:35:57.270|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5433 Time 852184816
|02-08-2021 00:35:57.276|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5563 Time 852184822
|02-08-2021 00:35:57.281|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5376 Time 852184827
|02-08-2021 00:35:57.287|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5703 Time 852184833
|02-08-2021 00:35:57.287|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 109 Time 852184833
|02-08-2021 00:35:57.293|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5992 Time 852184839
|02-08-2021 00:35:57.298|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5041 Time 852184844
|02-08-2021 00:35:57.304|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 6467 Time 852184850
|02-08-2021 00:35:57.310|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5883 Time 852184856
|02-08-2021 00:35:57.316|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5366 Time 852184862
|02-08-2021 00:35:57.322|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 6060 Time 852184868
|02-08-2021 00:35:57.322|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 301 Time 852184868
|02-08-2021 00:35:57.327|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5446 Time 852184874
|02-08-2021 00:35:57.334|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 6378 Time 852184880
|02-08-2021 00:35:57.340|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5734 Time 852184886
|02-08-2021 00:35:57.344|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4395 Time 852184890
|02-08-2021 00:35:57.349|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5264 Time 852184895
|02-08-2021 00:35:57.354|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4966 Time 852184900
|02-08-2021 00:35:57.354|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 121 Time 852184900
|02-08-2021 00:35:57.360|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5524 Time 852184906
|02-08-2021 00:35:57.365|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4922 Time 852184911
|02-08-2021 00:35:57.371|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5983 Time 852184917
|02-08-2021 00:35:57.376|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5156 Time 852184922
|02-08-2021 00:35:57.381|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4804 Time 852184927
|02-08-2021 00:35:57.388|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 7292 Time 852184934
|02-08-2021 00:35:57.388|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 133 Time 852184934
|02-08-2021 00:35:57.393|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4636 Time 852184939
|02-08-2021 00:35:57.399|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5560 Time 852184945
|02-08-2021 00:35:57.404|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5221 Time 852184950
|02-08-2021 00:35:57.410|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5855 Time 852184956
|02-08-2021 00:35:57.415|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5070 Time 852184961
|02-08-2021 00:35:57.420|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5054 Time 852184966
|02-08-2021 00:35:57.420|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 156 Time 852184966
|02-08-2021 00:35:57.426|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5810 Time 852184972
|02-08-2021 00:35:57.432|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5687 Time 852184978
|02-08-2021 00:35:57.437|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4888 Time 852184983
|02-08-2021 00:35:57.442|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5335 Time 852184988
|02-08-2021 00:35:57.447|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5560 Time 852184993
|02-08-2021 00:35:57.453|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5598 Time 852184999
|02-08-2021 00:35:57.453|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 283 Time 852184999
|02-08-2021 00:35:57.459|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5600 Time 852185005
|02-08-2021 00:35:57.464|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5116 Time 852185010
|02-08-2021 00:35:57.469|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5282 Time 852185015
|02-08-2021 00:35:57.474|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5052 Time 852185021
|02-08-2021 00:35:57.479|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 4958 Time 852185025
