|02-08-2021 01:59:47.393|INFO |simpletest.client||||client.cpp:155|int main(int, char **)|SimpleClientParams: clientInitialRetryTimeoutMilli: 1100, clientMinRetryTimeoutMilli: 1000, clientMaxRetryTimeoutMilli: 2000, clientSendsRequestToAllReplicasFirstThresh: 2, clientSendsRequestToAllReplicasPeriodThresh: 2, clientPeriodicResetThresh: 30
|02-08-2021 01:59:47.393|INFO |simpletest.client||||simple_test_client.hpp:71|bool SimpleTestClient::run()|ClientParams: clientId: 7, numOfReplicas: 6, numOfClients: 2, numOfIterations: 5000, fVal: 1, cVal: 1
|02-08-2021 01:59:47.393|INFO |communication.factory||||CommFactory.cpp:30|static bft::communication::ICommunication *bft::communication::CommFactory::create(const bft::communication::BaseCommConfig &)|Using PlainUDP: Host=0.0.0.0, Port=3724
|02-08-2021 01:59:47.393|INFO |simpletest.client||||simple_test_client.hpp:97|bool SimpleTestClient::run()|Starting 5000
|02-08-2021 01:59:47.596|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 202883 Time 857215142
|02-08-2021 01:59:47.599|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 2508 Time 857215145
|02-08-2021 01:59:47.601|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 2725 Time 857215147
|02-08-2021 01:59:47.607|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 6003 Time 857215153
|02-08-2021 01:59:47.613|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5362 Time 857215159
|02-08-2021 01:59:47.618|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5356 Time 857215164
|02-08-2021 01:59:47.619|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 804 Time 857215165
|02-08-2021 01:59:47.625|INFO |simpletest.client||||simple_test_client.hpp:206|bool SimpleTestClient::run()|RAWLatencyMicro 5876 Time 857215171
